093 - 11.25, 13.25, 7.25, 10.25, 19.75, 23.25, 8.25, 5.25, 10.25, 11.25
094 - 11.5, 13.5, 7.0, 10.5, 19.5, 23.5, 8.5, 5.0, 10.0, 11.0
095 - 13.75, 15.75, 9.75, 8.75, 18.25, 25.75, 6.75, 7.75, 8.75, 9.75
096 - 8.75, 10.75, 6.5, 7.75, 19.0, 20.75, 7.5, 4.5, 9.5, 8.75
097 - 8.0, 10.0, 6.25, 9.25, 18.75, 20.0, 5.0, 4.25, 9.25, 8.0
098 - 12.75, 14.75, 8.75, 10.25, 19.75, 24.75, 8.25, 5.25, 11.75, 11.25
099 - 6.25, 10.5, 4.5, 7.5, 17.0, 18.25, 5.5, 0.25, 5.25, 6.25
100 - 6.75, 8.75, 2.75, 5.75, 15.25, 18.75, 3.75, 0.75, 5.75, 6.75
101 - 16.0, 18.0, 10.5, 13.5, 24.5, 26.5, 13.0, 10.0, 13.5, 14.5
102 - 10.25, 14.5, 6.25, 9.25, 21.0, 22.25, 7.25, 6.5, 11.5, 12.5
103 - 9.75, 11.75, 11.0, 14.0, 18.25, 27.0, 6.75, 9.0, 8.75, 15.0
104 - 15.25, 17.25, 11.25, 14.25, 18.75, 22.25, 12.25, 4.25, 9.25, 10.25
105 - 13.75, 13.5, 9.75, 12.75, 20.0, 23.5, 8.5, 7.75, 10.5, 13.75
106 - 9.25, 11.25, 2.75, 8.25, 17.75, 18.75, 6.25, 0.75, 5.75, 6.75
107 - 13.75, 10.75, 9.75, 7.75, 17.25, 25.75, 10.75, 7.75, 7.75, 8.75
108 - 10.25, 12.25, 6.25, 9.25, 18.75, 22.25, 7.25, 4.25, 9.25, 10.25
109 - 7.25, 14.0, 8.0, 6.25, 20.5, 19.25, 9.0, 1.25, 6.25, 12.0
110 - 7.25, 9.25, 4.25, 7.25, 16.75, 19.25, 5.25, 2.25, 6.25, 7.25
111 - 13.0, 15.0, 11.5, 14.5, 24.0, 25.0, 12.5, 7.0, 12.0, 15.5
112 - 9.0, 11.0, 5.0, 10.0, 19.5, 23.0, 8.0, 3.0, 10.0, 9.0
113 - 6.5, 9.75, 2.5, 5.5, 15.0, 19.75, 4.75, 0.5, 6.75, 7.75
114 - 15.75, 14.25, 8.25, 11.25, 24.25, 24.25, 12.75, 6.25, 14.75, 15.75
115 - 6.25, 8.25, 2.25, 5.25, 14.75, 18.25, 3.25, 0.25, 5.25, 6.25
116 - 7.5, 9.5, 4.5, 7.5, 17.0, 20.5, 4.5, 1.5, 7.5, 7.5
117 - 10.5, 13.75, 7.75, 10.75, 20.25, 22.5, 7.5, 5.75, 9.5, 10.5
118 - 10.0, 15.0, 9.0, 9.0, 21.5, 25.0, 7.0, 4.0, 12.0, 10.0
119 - 10.25, 12.75, 6.75, 9.75, 18.75, 22.25, 7.75, 4.25, 9.25, 10.75
120 - 6.5, 8.5, 2.5, 5.5, 23.0, 26.5, 11.5, 8.5, 13.5, 6.5
121 - 8.25, 10.25, 4.25, 7.25, 16.75, 20.25, 5.25, 2.25, 7.25, 8.25
122 - 8.25, 10.25, 12.0, 15.0, 24.5, 28.0, 5.25, 10.0, 7.25, 8.25
123 - 16.0, 13.5, 12.0, 15.0, 20.0, 23.5, 8.5, 5.5, 15.0, 16.0
124 - 14.75, 16.75, 10.75, 13.75, 23.25, 26.75, 11.75, 8.75, 13.75, 14.75
125 - 14.25, 16.25, 10.25, 9.75, 19.25, 22.75, 11.25, 4.75, 13.25, 10.75
126 - 8.75, 10.75, 4.75, 7.5, 17.0, 20.5, 5.75, 2.5, 7.5, 8.75
127 - 13.25, 15.25, 2.0, 12.25, 14.5, 25.25, 10.25, 0.0, 5.0, 6.0
128 - 8.25, 13.75, 7.75, 7.25, 16.75, 23.75, 8.75, 2.25, 10.75, 8.25
129 - 14.0, 10.5, 4.5, 13.0, 17.0, 26.0, 11.0, 2.5, 13.0, 8.5
130 - 11.25, 13.25, 8.25, 10.25, 20.75, 24.25, 8.25, 6.25, 11.25, 11.25
131 - 9.25, 8.25, 5.25, 5.25, 17.75, 18.25, 6.25, 3.25, 5.25, 6.25
132 - 9.75, 9.75, 5.75, 6.75, 18.25, 21.75, 4.75, 3.75, 6.75, 7.75
133 - 12.5, 13.25, 7.25, 11.5, 21.0, 23.25, 9.5, 5.25, 10.25, 12.5
134 - 7.75, 9.75, 3.0, 6.75, 16.25, 19.75, 4.0, 1.0, 6.0, 7.0
135 - 13.5, 12.25, 6.25, 9.25, 22.0, 22.25, 10.5, 7.5, 12.5, 10.25
136 - 12.25, 8.75, 8.25, 5.75, 15.25, 24.25, 3.75, 0.75, 11.25, 12.25
137 - 12.0, 14.0, 8.0, 11.0, 20.5, 24.0, 9.0, 6.0, 11.0, 12.0
138 - 6.0, 8.0, 7.25, 10.25, 19.75, 23.25, 3.0, 5.25, 5.0, 6.0
139 - 15.0, 12.75, 11.0, 9.75, 19.25, 27.0, 12.0, 4.75, 14.0, 10.75
140 - 11.5, 16.0, 10.0, 10.5, 22.5, 26.0, 11.0, 5.5, 10.5, 11.5
141 - 10.25, 18.0, 12.0, 15.0, 18.75, 22.25, 7.25, 10.0, 15.0, 10.25
142 - 9.0, 16.75, 10.75, 8.0, 23.25, 21.0, 11.75, 3.0, 8.0, 14.75
143 - 11.0, 13.0, 10.0, 10.0, 22.5, 26.0, 8.0, 8.0, 13.0, 11.0
144 - 7.0, 9.0, 3.0, 6.0, 15.5, 19.0, 4.0, 1.0, 6.0, 7.0
145 - 15.0, 16.5, 11.0, 14.0, 23.5, 26.5, 11.5, 8.5, 14.0, 14.5
146 - 12.0, 14.0, 8.0, 11.0, 20.5, 24.0, 9.0, 6.0, 11.0, 12.0
147 - 6.0, 8.0, 2.0, 5.0, 14.5, 18.0, 3.0, 0.0, 5.0, 6.0
148 - 16.0, 15.75, 9.75, 15.0, 22.25, 28.0, 13.0, 7.75, 12.75, 16.0
149 - 14.0, 14.75, 8.75, 11.75, 22.5, 24.75, 9.75, 8.0, 13.0, 14.0
150 - 7.75, 9.75, 8.5, 11.5, 21.0, 19.75, 9.5, 6.5, 6.75, 7.75
151 - 15.75, 17.75, 11.75, 14.75, 24.25, 27.75, 12.75, 9.75, 14.75, 15.75
152 - 15.25, 17.25, 11.25, 14.25, 18.25, 21.75, 6.75, 9.25, 8.75, 9.75
153 - 9.25, 11.25, 5.25, 8.25, 17.75, 21.25, 6.25, 3.25, 8.25, 9.25
154 - 7.5, 9.5, 3.5, 6.5, 16.0, 19.5, 4.5, 1.5, 6.5, 7.5
155 - 9.0, 11.0, 5.0, 8.0, 17.5, 21.0, 6.0, 3.0, 8.0, 9.0
156 - 10.5, 16.5, 6.5, 13.5, 23.0, 22.5, 7.5, 4.5, 13.5, 14.5
157 - 6.25, 8.25, 2.25, 5.25, 14.75, 18.25, 3.25, 0.25, 5.25, 6.25
158 - 8.5, 10.5, 7.75, 10.75, 17.0, 23.75, 5.5, 5.75, 10.75, 8.5
159 - 6.5, 11.0, 5.0, 5.5, 17.5, 18.5, 3.5, 0.5, 8.0, 9.0
160 - 8.25, 10.25, 3.5, 7.25, 16.0, 20.25, 4.5, 1.5, 7.25, 7.5
161 - 6.0, 12.25, 2.0, 9.25, 18.75, 22.25, 3.0, 4.25, 5.0, 6.0
162 - 8.5, 10.5, 4.5, 7.5, 17.0, 20.5, 5.5, 2.5, 7.5, 8.5
163 - 6.25, 8.25, 5.25, 8.25, 17.75, 21.25, 3.25, 0.25, 5.25, 9.25
164 - 10.5, 12.5, 6.5, 9.5, 19.0, 22.5, 7.5, 4.5, 9.5, 10.5
165 - 9.0, 11.0, 5.0, 12.75, 17.5, 21.0, 10.75, 7.75, 12.75, 13.75
166 - 12.0, 16.5, 8.0, 11.0, 23.0, 26.5, 11.5, 6.0, 11.0, 14.5
167 - 11.5, 12.75, 6.75, 10.5, 20.0, 22.75, 8.5, 4.75, 10.5, 10.75
168 - 12.0, 10.0, 8.0, 7.0, 16.5, 20.0, 9.0, 2.0, 11.0, 12.0
169 - 10.25, 12.25, 7.25, 9.25, 19.75, 23.25, 8.25, 4.25, 10.25, 10.25
170 - 7.75, 9.75, 3.75, 6.75, 16.25, 19.75, 4.75, 1.75, 6.75, 7.75
171 - 11.25, 13.25, 9.25, 10.25, 19.75, 25.25, 10.25, 7.25, 12.25, 11.25
172 - 13.0, 15.0, 7.25, 12.0, 21.5, 23.25, 10.0, 5.25, 10.25, 11.25
173 - 7.75, 9.75, 3.75, 13.25, 22.75, 19.75, 11.25, 1.75, 13.25, 14.25
174 - 10.0, 10.5, 6.0, 7.5, 18.5, 20.5, 7.0, 4.0, 7.5, 8.5
175 - 14.25, 17.75, 10.25, 13.25, 24.25, 27.75, 11.25, 9.75, 13.25, 15.75
176 - 13.0, 18.0, 9.0, 15.0, 21.5, 28.0, 13.0, 10.0, 12.0, 13.0
177 - 11.25, 13.25, 7.25, 10.25, 19.75, 21.25, 6.25, 3.25, 8.25, 9.25
178 - 14.25, 16.25, 10.25, 6.25, 15.75, 19.25, 11.25, 1.25, 6.25, 14.25
179 - 9.0, 11.0, 5.0, 8.0, 17.5, 21.0, 6.0, 3.0, 8.0, 9.0
180 - 7.5, 13.75, 3.5, 10.75, 20.25, 19.5, 4.5, 5.75, 6.5, 11.75
181 - 9.75, 10.75, 4.75, 8.75, 17.25, 21.75, 6.75, 2.75, 8.75, 8.75
182 - 15.75, 16.5, 10.5, 14.75, 24.25, 27.75, 11.5, 8.5, 14.75, 14.5
183 - 15.0, 12.0, 6.0, 14.0, 18.5, 22.0, 12.0, 9.0, 14.0, 10.0
184 - 9.75, 11.75, 5.75, 14.0, 23.5, 27.0, 6.75, 9.0, 8.75, 15.0
185 - 15.5, 17.5, 11.5, 14.5, 22.75, 26.25, 12.5, 8.25, 13.25, 14.25
186 - 8.75, 16.25, 10.25, 13.25, 17.25, 26.25, 5.75, 8.25, 7.75, 8.75
187 - 10.25, 12.25, 10.0, 9.25, 22.5, 22.25, 7.25, 8.0, 13.0, 14.0
188 - 11.75, 12.75, 7.75, 9.75, 19.25, 23.75, 7.75, 5.75, 9.75, 11.75
189 - 12.75, 15.5, 9.5, 11.75, 22.0, 25.5, 10.5, 6.75, 11.75, 12.75
190 - 11.0, 13.0, 7.0, 10.0, 22.75, 26.25, 8.0, 8.25, 13.25, 14.25
191 - 7.75, 9.75, 3.75, 6.75, 16.25, 19.75, 4.75, 1.75, 6.75, 7.75
192 - 10.5, 15.0, 9.0, 12.0, 21.5, 22.5, 7.5, 4.5, 12.0, 10.5
193 - 12.0, 8.5, 2.5, 5.5, 20.5, 24.0, 9.0, 0.5, 11.0, 6.5
194 - 11.0, 13.0, 7.0, 10.0, 19.5, 23.0, 8.0, 5.0, 10.0, 11.0
195 - 13.0, 15.0, 9.0, 10.0, 19.5, 23.0, 10.0, 7.0, 10.0, 11.0
196 - 12.0, 14.0, 8.0, 8.25, 17.75, 24.0, 6.25, 3.25, 8.25, 12.0
197 - 9.25, 11.25, 5.25, 8.25, 17.75, 21.25, 6.25, 3.25, 8.25, 9.25
198 - 7.5, 9.5, 2.75, 6.5, 16.0, 18.75, 3.75, 0.75, 5.75, 7.5
199 - 13.0, 15.0, 3.75, 12.0, 16.25, 19.75, 4.75, 7.0, 12.0, 7.75
200 - 7.75, 9.75, 3.75, 6.75, 16.25, 19.75, 4.75, 1.75, 6.75, 7.75
